#scalar perturbations for mode k = 1.000000000000e-01 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:V_x_smg               19:V_x_prime_smg         20:h_prime               21:eta                
       1.136417975606e-03       2.451879112829e-09      -1.202226331955e+00       3.415571893017e-06       1.637690368508e-17       4.094225921270e-17       1.104238086779e-29       8.188451842541e-18      -9.016697489661e-01       3.415571893017e-06       6.011240417358e-01       6.994434176582e-01      -1.202226331955e+00       3.415571891056e-06       5.175423006760e-10      -9.016697489661e-01       3.415571897094e-06       0.000000000000e+00       0.000000000000e+00       1.136412693962e-05       9.999999995707e-01 
       1.171449146428e-03       2.527460793708e-09      -1.202227880669e+00       3.520864473176e-06       1.793859472730e-17       4.484648681826e-17       1.285257340574e-29       8.969297363652e-18      -9.016709105019e-01       3.520864473176e-06       6.011237401745e-01       6.994430305201e-01      -1.202227880669e+00       3.520864471028e-06       5.499411562792e-10      -9.016709105019e-01       3.520864477641e-06       0.000000000000e+00       0.000000000000e+00       1.171443905245e-05       9.999999995438e-01 
       1.206480317250e-03       2.603042484309e-09      -1.202229217642e+00       3.626156670248e-06       1.959653695565e-17       4.899134238911e-17       1.489274190480e-29       9.798268477823e-18      -9.016719132314e-01       3.626156670248e-06       6.011234772054e-01       6.994426963187e-01      -1.202229217642e+00       3.626156667902e-06       5.833236235798e-10      -9.016719132314e-01       3.626156675126e-06       0.000000000000e+00       0.000000000000e+00       1.206475082298e-05       9.999999995162e-01 
       1.241511488072e-03       2.678624184633e-09      -1.202230346519e+00       3.731448441230e-06       2.135360819146e-17       5.338402047866e-17       1.718413440181e-29       1.067680409573e-17      -9.016727598891e-01       3.731448441230e-06       6.011232550539e-01       6.994424141424e-01      -1.202230346519e+00       3.731448438674e-06       6.176896970072e-10      -9.016727598891e-01       3.731448446545e-06       0.000000000000e+00       0.000000000000e+00       1.241506230371e-05       9.999999994877e-01 
       1.373638291946e-03       2.963695203548e-09      -1.202231635742e+00       4.128568086542e-06       2.892256299971e-17       7.230640749929e-17       2.849290105846e-29       1.446128149986e-17      -9.016737268062e-01       4.128568086542e-06       6.011230887052e-01       6.994420920098e-01      -1.202231635742e+00       4.128568083080e-06       7.561590765190e-10      -9.016737268062e-01       4.128568093742e-06       0.000000000000e+00       0.000000000000e+00       1.373632744031e-05       9.999999993728e-01 
       1.505765095820e-03       3.248766360774e-09      -1.202232701442e+00       4.525687550192e-06       3.809708731092e-17       9.524271827730e-17       4.509844339583e-29       1.904854365546e-17      -9.016745260814e-01       4.525687550192e-06       6.011229411276e-01       6.994418257753e-01      -1.202232701442e+00       4.525687545631e-06       9.086204953930e-10      -9.016745260814e-01       4.525687559676e-06       0.000000000000e+00       0.000000000000e+00       1.505759029321e-05       9.999999992463e-01 
       1.637891899693e-03       3.533837656311e-09      -1.202234869547e+00       4.922812036451e-06       4.903167002846e-17       1.225791750712e-16       6.867563659224e-29       2.451583501423e-17      -9.016761521606e-01       4.922812036451e-06       6.011225034460e-01       6.994412839570e-01      -1.202234869547e+00       4.922812030582e-06       1.075073844311e-09      -9.016761521606e-01       4.922812048657e-06       0.000000000000e+00       0.000000000000e+00       1.637885153939e-05       9.999999991083e-01 
       1.770018703567e-03       3.818909090159e-09      -1.202237098563e+00       5.319938029793e-06       6.188073358319e-17       1.547018339580e-16       1.012201352531e-28       3.094036679159e-17      -9.016778239219e-01       5.319938029793e-06       6.011220410052e-01       6.994407269288e-01      -1.202237098563e+00       5.319938022385e-06       1.255519110269e-09      -9.016778239219e-01       5.319938045197e-06       0.000000000000e+00       0.000000000000e+00       1.770011146238e-05       9.999999989586e-01 
       1.902145507441e-03       4.103980662319e-09      -1.202238708156e+00       5.717062352030e-06       7.679868380774e-17       1.919967095193e-16       1.450765463147e-28       3.839934190387e-17      -9.016790311170e-01       5.717062352030e-06       6.011216904628e-01       6.994403247734e-01      -1.202238708156e+00       5.717062342837e-06       1.449956812817e-09      -9.016790311170e-01       5.717062371148e-06       0.000000000000e+00       0.000000000000e+00       1.902137005086e-05       9.999999987973e-01 
       2.034272311315e-03       4.389052372790e-09      -1.202239817778e+00       6.114185006581e-06       9.393995233639e-17       2.348498808410e-16       2.029666489642e-28       4.696997616820e-17      -9.016798633333e-01       6.114185006581e-06       6.011214326860e-01       6.994400476286e-01      -1.202239817778e+00       6.114184995336e-06       1.658387041559e-09      -9.016798633333e-01       6.114185029965e-06       0.000000000000e+00       0.000000000000e+00       2.034262767035e-05       9.999999986244e-01 
       2.362312798655e-03       5.096820509892e-09      -1.202241745331e+00       7.100146713590e-06       1.471079784789e-16       3.677699461974e-16       4.286153561996e-28       7.355398923947e-17      -9.016813089986e-01       7.100146713590e-06       6.011210050805e-01       6.994395664626e-01      -1.202241745331e+00       7.100146695980e-06       2.236365605355e-09      -9.016813089986e-01       7.100146750210e-06       0.000000000000e+00       0.000000000000e+00       2.362300217205e-05       9.999999981450e-01 
       2.690353285995e-03       5.804589499565e-09      -1.202243012033e+00       8.086105942242e-06       2.172964683452e-16       5.432411708630e-16       8.211613713819e-28       1.086482341726e-16      -9.016822590250e-01       8.086105942242e-06       6.011207572062e-01       6.994392506174e-01      -1.202243012033e+00       8.086105916230e-06       2.900593334658e-09      -9.016822590250e-01       8.086105996333e-06       0.000000000000e+00       0.000000000000e+00       2.690337151254e-05       9.999999975941e-01 
       3.018393773335e-03       6.512359341809e-09      -1.202243953075e+00       9.072063573325e-06       3.068689916950e-16       7.671724792375e-16       1.459696405212e-27       1.534344958475e-16      -9.016829648063e-01       9.072063573325e-06       6.011206065381e-01       6.994390162951e-01      -1.202243953075e+00       9.072063536590e-06       3.651069970978e-09      -9.016829648063e-01       9.072063649713e-06       0.000000000000e+00       0.000000000000e+00       3.018373552013e-05       9.999999969716e-01 
       3.346434260675e-03       7.220130036622e-09      -1.202244747217e+00       1.005802031670e-05       4.181891378205e-16       1.045472844551e-15       2.445094262866e-27       2.090945689102e-16      -9.016835604124e-01       1.005802031670e-05       6.011205028486e-01       6.994388188056e-01      -1.202244747217e+00       1.005802026664e-05       4.487795542281e-09      -9.016835604124e-01       1.005802042080e-05       0.000000000000e+00       0.000000000000e+00       3.346409479467e-05       9.999999962776e-01 
       3.674474748015e-03       7.927901584005e-09      -1.202245439565e+00       1.104397621699e-05       5.536204904976e-16       1.384051226244e-15       3.902666818395e-27       2.768102452488e-16      -9.016840796736e-01       1.104397621699e-05       6.011204306159e-01       6.994386468723e-01      -1.202245439565e+00       1.104397615072e-05       5.410770070118e-09      -9.016840796736e-01       1.104397635480e-05       0.000000000000e+00       0.000000000000e+00       3.674444922082e-05       9.999999955121e-01 
       4.267651584908e-03       9.207726526417e-09      -1.202246538487e+00       1.282682200098e-05       8.673493751881e-16       2.168373437970e-15       8.247678315608e-27       4.336746875940e-16      -9.016849038653e-01       1.282682200098e-05       6.011203499793e-01       6.994383745016e-01      -1.202246538487e+00       1.282682189715e-05       7.298717353097e-09      -9.016849038653e-01       1.282682221688e-05       0.000000000000e+00       0.000000000000e+00       4.267611404094e-05       9.999999939461e-01 
       4.860828421801e-03       1.048755425651e-08      -1.202247535668e+00       1.460966582553e-05       1.281618850249e-15       3.204047125623e-15       1.581030133501e-26       6.408094251246e-16      -9.016856517509e-01       1.460966582553e-05       6.011203039867e-01       6.994381279189e-01      -1.202247535668e+00       1.460966567211e-05       9.468676232683e-09      -9.016856517509e-01       1.460966614455e-05       0.000000000000e+00       0.000000000000e+00       4.860776318669e-05       9.999999921463e-01 
       5.454005258695e-03       1.176738477429e-08      -1.202248474921e+00       1.639250781071e-05       1.810403815678e-15       4.526009539194e-15       2.811694845871e-26       9.052019078388e-16      -9.016863561907e-01       1.639250781071e-05       6.011202818085e-01       6.994378961706e-01      -1.202248474921e+00       1.639250759399e-05       1.192064615202e-08      -9.016863561907e-01       1.639250826136e-05       0.000000000000e+00       0.000000000000e+00       5.453939649100e-05       9.999999901125e-01 
       6.047182095588e-03       1.304721807976e-08      -1.202249414947e+00       1.817534859704e-05       2.467679343430e-15       6.169198358575e-15       4.711480396387e-26       1.233839671715e-15      -9.016870612105e-01       1.817534859704e-05       6.011202693392e-01       6.994376645815e-01      -1.202249414947e+00       1.817534830164e-05       1.465462649568e-08      -9.016870612105e-01       1.817534921130e-05       0.000000000000e+00       0.000000000000e+00       6.047101468873e-05       9.999999878449e-01 
       6.640358932481e-03       1.432705417291e-08      -1.202250329589e+00       1.995818770793e-05       3.267420485186e-15       8.168551212964e-15       7.522317382757e-26       1.633710242593e-15      -9.016877471915e-01       1.995818770793e-05       6.011202687701e-01       6.994374396911e-01      -1.202250329589e+00       1.995818731679e-05       1.767061701242e-08      -9.016877471915e-01       1.995818852126e-05       0.000000000000e+00       0.000000000000e+00       6.640261694780e-05       9.999999853433e-01 
       7.233535769374e-03       1.560689305374e-08      -1.202251261805e+00       2.174102583117e-05       4.223602561635e-15       1.055900640409e-14       1.153848455491e-25       2.111801280818e-15      -9.016884463535e-01       2.174102583117e-05       6.011202676226e-01       6.994372107596e-01      -1.202251261805e+00       2.174102532557e-05       2.096861771435e-08      -9.016884463535e-01       2.174102688251e-05       0.000000000000e+00       0.000000000000e+00       7.233420421047e-05       9.999999826079e-01 
       8.471417664649e-03       1.827775713176e-08      -1.202253167046e+00       2.546156901459e-05       6.784237452693e-15       1.696059363173e-14       2.542024104265e-25       3.392118726347e-15      -9.016898752844e-01       2.546156901459e-05       6.011202804349e-01       6.994367441879e-01      -1.202253167046e+00       2.546156820245e-05       2.875944870408e-08      -9.016898752844e-01       2.546157070330e-05       0.000000000000e+00       0.000000000000e+00       8.471259401172e-05       9.999999761460e-01 
       9.709299559925e-03       2.094863335019e-08      -1.202255092969e+00       2.918210675017e-05       1.021405225065e-14       2.553513062664e-14       5.027386634350e-25       5.107026125327e-15      -9.016913197267e-01       2.918210675017e-05       6.011202928311e-01       6.994362739808e-01      -1.202255092969e+00       2.918210552746e-05       3.777843754349e-08      -9.016913197267e-01       2.918210929260e-05       0.000000000000e+00       0.000000000000e+00       9.709091650802e-05       9.999999686654e-01 
       1.094718145520e-02       2.361952170904e-08      -1.202257000138e+00       3.290263796089e-05       1.464006240448e-14       3.660015601119e-14       9.160473983037e-25       7.320031202238e-15      -9.016927501037e-01       3.290263796089e-05       6.011203124629e-01       6.994358099974e-01      -1.202257000138e+00       3.290263620835e-05       4.802558237414e-08      -9.016927501037e-01       3.290264160501e-05       0.000000000000e+00       0.000000000000e+00       1.094691701491e-04       9.999999601663e-01 
       1.218506335048e-02       2.629042220831e-08      -1.202258925217e+00       3.662316349093e-05       2.018928586538e-14       5.047321466346e-14       1.565124530934e-24       1.009464293269e-14      -9.016941939125e-01       3.662316349094e-05       6.011203314144e-01       6.994353430719e-01      -1.202258925217e+00       3.662316107410e-05       5.950088077444e-08      -9.016941939126e-01       3.662316851630e-05       0.000000000000e+00       0.000000000000e+00       1.218473563490e-04       9.999999506485e-01 
       1.342294524575e-02       2.896133484800e-08      -1.202260881170e+00       4.034368382123e-05       2.698874256670e-14       6.747185641674e-14       2.538941067175e-24       1.349437128335e-14      -9.016956608773e-01       4.034368382127e-05       6.011203472324e-01       6.994348699630e-01      -1.202260881170e+00       4.034368059044e-05       7.220432980357e-08      -9.016956608773e-01       4.034369053901e-05       0.000000000000e+00       0.000000000000e+00       1.342254759313e-04       9.999999401122e-01 
       1.466082714103e-02       3.163225962810e-08      -1.202262865305e+00       4.406419904124e-05       3.516545426297e-14       8.791363565742e-14       3.946476169767e-24       1.758272713148e-14      -9.016971489790e-01       4.406419904134e-05       6.011203606315e-01       6.994343913436e-01      -1.202262865305e+00       4.406419483164e-05       8.613592687599e-08      -9.016971489790e-01       4.406420779424e-05       0.000000000000e+00       0.000000000000e+00       1.466035287789e-04       9.999999285572e-01 
       1.617068220901e-02       3.489002571610e-08      -1.202265276119e+00       4.860213435721e-05       4.718759047311e-14       1.179689761828e-13       6.442630146766e-24       2.359379523655e-14      -9.016989570896e-01       4.860213435736e-05       6.011203824274e-01       6.994338119589e-01      -1.202265276119e+00       4.860212870846e-05       1.047909542200e-07      -9.016989570896e-01       4.860214610253e-05       0.000000000000e+00       0.000000000000e+00       1.617010519005e-04       9.999999130848e-01 
       1.768053727700e-02       3.814780986527e-08      -1.202267701325e+00       5.314006090780e-05       6.167811747535e-14       1.541952936884e-13       1.006707138675e-23       3.083905873767e-14      -9.017007759939e-01       5.314006090798e-05       6.011204036972e-01       6.994332312601e-01      -1.202267701325e+00       5.314005352441e-05       1.252730783872e-07      -9.017007759940e-01       5.314007625978e-05       0.000000000000e+00       0.000000000000e+00       1.767984739468e-04       9.999998960970e-01 
       1.919039234498e-02       4.140561207559e-08      -1.202270129560e+00       5.767797803799e-05       7.886753202041e-14       1.971688300510e-13       1.516524700762e-23       3.943376601021e-14      -9.017025971696e-01       5.767797803819e-05       6.011204265279e-01       6.994326520880e-01      -1.202270129559e+00       5.767796859689e-05       1.475822957848e-07      -9.017025971697e-01       5.767799766833e-05       0.000000000000e+00       0.000000000000e+00       1.918957941525e-04       9.999998775940e-01 
       2.070024741297e-02       4.466343234708e-08      -1.202272576137e+00       6.221588637730e-05       9.898633645749e-14       2.474658411437e-13       2.214686514105e-23       4.949316822874e-14      -9.017044321029e-01       6.221588637753e-05       6.011204476987e-01       6.994320706140e-01      -1.202272576137e+00       6.221587452782e-05       1.717186023080e-07      -9.017044321031e-01       6.221591101506e-05       0.000000000000e+00       0.000000000000e+00       2.069930135771e-04       9.999998575757e-01 
       2.221010248095e-02       4.792127067973e-08      -1.202275047589e+00       6.675378629428e-05       1.222650373377e-13       3.056625933443e-13       3.149138453734e-23       6.113251866886e-14      -9.017062856919e-01       6.675378629455e-05       6.011204658220e-01       6.994314852052e-01      -1.202275047589e+00       6.675377165816e-05       1.976819940101e-07      -9.017062856921e-01       6.675381672587e-05       0.000000000000e+00       0.000000000000e+00       2.220901327866e-04       9.999998360422e-01 
       2.371995754894e-02       5.117912707354e-08      -1.202277537537e+00       7.129167745306e-05       1.489341442583e-13       3.723353606458e-13       4.375350432002e-23       7.446707212916e-14      -9.017081531528e-01       7.129167745337e-05       6.011204821982e-01       6.994308974564e-01      -1.202277537537e+00       7.129165962444e-05       2.254724671746e-07      -9.017081531530e-01       7.129171452225e-05       0.000000000000e+00       0.000000000000e+00       2.371871512874e-04       9.999998129934e-01 
       2.676071210435e-02       5.774030280657e-08      -1.202282566989e+00       8.043067949392e-05       2.138698026269e-13       5.346745065673e-13       7.997245027341e-23       1.069349013135e-13      -9.017119252420e-01       8.043067949431e-05       6.011205189112e-01       6.994297169850e-01      -1.202282566989e+00       8.043065389199e-05       2.869858280845e-07      -9.017119252424e-01       8.043073272447e-05       0.000000000000e+00       0.000000000000e+00       2.675913013654e-04       9.999997619763e-01 
       2.980146665977e-02       6.430155179470e-08      -1.202287674699e+00       8.956964539246e-05       2.953747067670e-13       7.384367669175e-13       1.369774354856e-22       1.476873533835e-13      -9.017157560244e-01       8.956964539295e-05       6.011205477393e-01       6.994285262125e-01      -1.202287674699e+00       8.956961003378e-05       3.559096840791e-07      -9.017157560249e-01       8.956971890773e-05       0.000000000000e+00       0.000000000000e+00       2.979950428419e-04       9.999997048137e-01 
       3.284222121518e-02       7.086287403794e-08      -1.202292827817e+00       9.870857222828e-05       3.953319000485e-13       9.883297501213e-13       2.226548728347e-22       1.976659500243e-13      -9.017196208628e-01       9.870857222888e-05       6.011205758051e-01       6.994273333510e-01      -1.202292827817e+00       9.870852490398e-05       4.322440010755e-07      -9.017196208636e-01       9.870867062006e-05       0.000000000000e+00       0.000000000000e+00       3.283983718951e-04       9.999996415061e-01 
       3.588297577059e-02       7.742426953629e-08      -1.202298034886e+00       1.078474599532e-04       5.156244983833e-13       1.289061245958e-12       3.466734611453e-22       2.578122491917e-13      -9.017235261649e-01       1.078474599539e-04       6.011206013549e-01       6.994261362647e-01      -1.202298034886e+00       1.078473982290e-04       5.159887436059e-07      -9.017235261660e-01       1.078475882817e-04       0.000000000000e+00       0.000000000000e+00       3.588012889545e-04       9.999995720534e-01 
       3.892373032601e-02       8.398573828975e-08      -1.202303321572e+00       1.169863105694e-04       6.581356957272e-13       1.645339239318e-12       5.206661631579e-22       3.290678478636e-13      -9.017274911792e-01       1.169863105703e-04       6.011206187811e-01       6.994249285373e-01      -1.202303321571e+00       1.169862317856e-04       6.071438762803e-07      -9.017274911808e-01       1.169864743634e-04       0.000000000000e+00       0.000000000000e+00       3.892037973952e-04       9.999994964559e-01 
       4.196448488142e-02       9.054728029832e-08      -1.202308652684e+00       1.261251201465e-04       8.247487212079e-13       2.061871803020e-12       7.584121659484e-22       4.123743606040e-13      -9.017314895128e-01       1.261251201475e-04       6.011206356374e-01       6.994237189665e-01      -1.202308652682e+00       1.261250214180e-04       7.057093631990e-07      -9.017314895149e-01       1.261253254030e-04       0.000000000000e+00       0.000000000000e+00       4.196058917950e-04       9.999994147138e-01 
       4.606991847974e-02       9.940637363273e-08      -1.202315935521e+00       1.384636952946e-04       1.091273262418e-12       2.728183156044e-12       1.209469152341e-21       5.456366312088e-13      -9.017369516406e-01       1.384636952957e-04       6.011206543779e-01       6.994220792992e-01      -1.202315935519e+00       1.384635646612e-04       8.505426998061e-07      -9.017369516437e-01       1.384639668753e-04       0.000000000000e+00       0.000000000000e+00       4.606522122786e-04       9.999992946027e-01 
       5.017535207805e-02       1.082656005016e-07      -1.202323325045e+00       1.508021955932e-04       1.409800548767e-12       3.524501371917e-12       1.853409877158e-21       7.049002743834e-13      -9.017424937840e-01       1.508021955946e-04       6.011206666465e-01       6.994204298450e-01      -1.202323325043e+00       1.508020268300e-04       1.008883973827e-06      -9.017424937884e-01       1.508025464366e-04       0.000000000000e+00       0.000000000000e+00       5.016977800507e-04       9.999991632914e-01 
       5.428078567637e-02       1.171249609048e-07      -1.202330838668e+00       1.631406222255e-04       1.784966058308e-12       4.462415145770e-12       2.746386779567e-21       8.924830291541e-13      -9.017481290009e-01       1.631406222271e-04       6.011206686361e-01       6.994187662513e-01      -1.202330838664e+00       1.631404085526e-04       1.180733088717e-06      -9.017481290069e-01       1.631410664227e-04       0.000000000000e+00       0.000000000000e+00       5.427425979311e-04       9.999990207804e-01 
       5.838621927468e-02       1.259844548425e-07      -1.202338445121e+00       1.754789696228e-04       2.221405410557e-12       5.553513526392e-12       3.954527200548e-21       1.110702705278e-12      -9.017538338407e-01       1.754789696246e-04       6.011206670119e-01       6.994170963347e-01      -1.202338445116e+00       1.754787037054e-04       1.366089947105e-06      -9.017538338488e-01       1.754795224176e-04       0.000000000000e+00       0.000000000000e+00       5.837866586211e-04       9.999988670702e-01 
       6.249165287300e-02       1.348440823146e-07      -1.202346163434e+00       1.878172391729e-04       2.723754504553e-12       6.809386261383e-12       5.554750608802e-21       1.361877252277e-12      -9.017596225756e-01       1.878172391751e-04       6.011206576156e-01       6.994154153379e-01      -1.202346163427e+00       1.878169131214e-04       1.564954448556e-06      -9.017596225862e-01       1.878179169617e-04       0.000000000000e+00       0.000000000000e+00       6.248299652594e-04       9.999987021611e-01 
       6.659708647131e-02       1.437038433212e-07      -1.202353979949e+00       2.001554272999e-04       3.296649384016e-12       8.241623460040e-12       7.635585535013e-21       1.648324692008e-12      -9.017654849621e-01       2.001554273024e-04       6.011206434773e-01       6.994137266751e-01      -1.202353979941e+00       2.001550326695e-04       1.777326486908e-06      -9.017654849757e-01       2.001562476316e-04       0.000000000000e+00       0.000000000000e+00       6.658725138131e-04       9.999985260537e-01 
       7.070252006963e-02       1.525637378621e-07      -1.202361897471e+00       2.124935329165e-04       3.944726325472e-12       9.861815813680e-12       1.029798699770e-20       1.972363162736e-12      -9.017714231036e-01       2.124935329193e-04       6.011206241018e-01       6.994120296450e-01      -1.202361897460e+00       2.124930607077e-04       2.003205951488e-06      -9.017714231209e-01       2.124945144924e-04       0.000000000000e+00       0.000000000000e+00       7.069143039262e-04       9.999983387482e-01 
       7.919095492684e-02       1.708829663716e-07      -1.202378631442e+00       2.380036623211e-04       5.543058945490e-12       1.385764736373e-11       1.815431494365e-20       2.771529472745e-12      -9.017839735818e-01       2.380036623248e-04       6.011205578216e-01       6.994084834884e-01      -1.202378631425e+00       2.380029987833e-04       2.513072318881e-06      -9.017839736091e-01       2.380050415504e-04       0.000000000000e+00       0.000000000000e+00       7.917703156095e-04       9.999979159634e-01 
       8.767938978404e-02       1.892027657421e-07      -1.202395792514e+00       2.635134202180e-04       7.523601692390e-12       1.880900423098e-11       3.020741598762e-20       3.761800846195e-12      -9.017968443852e-01       2.635134202247e-04       6.011204696576e-01       6.994049027365e-01      -1.202395792487e+00       2.635125195994e-04       3.080681607328e-06      -9.017968444263e-01       2.635152921618e-04       0.000000000000e+00       0.000000000000e+00       8.766230705638e-04       9.999974453128e-01 
       9.616782464125e-02       2.075231359738e-07      -1.202413427505e+00       2.890228049388e-04       9.927343269760e-12       2.481835817440e-11       4.795113619435e-20       4.963671634880e-12      -9.018100706289e-01       2.890228049490e-04       6.011203495255e-01       6.994012756833e-01      -1.202413427467e+00       2.890216165813e-04       3.706032762220e-06      -9.018100706883e-01       2.890252748432e-04       0.000000000000e+00       0.000000000000e+00       9.614725760382e-04       9.999969268003e-01 
       1.046562594985e-01       2.258440770664e-07      -1.202431508718e+00       3.145317983377e-04       1.279527550189e-11       3.198818875473e-11       7.319811069965e-20       6.397637750947e-12      -9.018236315388e-01       3.145317983506e-04       6.011202035125e-01       6.993976092525e-01      -1.202431508665e+00       3.145302666766e-04       4.389124673174e-06      -9.018236316221e-01       3.145349816326e-04       0.000000000000e+00       0.000000000000e+00       1.046318815279e-03       9.999963604298e-01 
